qid,num_rel,num_methods_hit_any,num_methods_hit_all,high_concordance_any,low_concordance_any,k,bge.txt_hit_any,bge.txt_hit_all,bge.txt_rel_in_topk,bge.txt_first_hit_rank,bm25.txt_hit_any,bm25.txt_hit_all,bm25.txt_rel_in_topk,bm25.txt_first_hit_rank,bm25_e5_rerank.txt_hit_any,bm25_e5_rerank.txt_hit_all,bm25_e5_rerank.txt_rel_in_topk,bm25_e5_rerank.txt_first_hit_rank,e5.txt_hit_any,e5.txt_hit_all,e5.txt_rel_in_topk,e5.txt_first_hit_rank,hybrid_rrf_bm25_e5.txt_hit_any,hybrid_rrf_bm25_e5.txt_hit_all,hybrid_rrf_bm25_e5.txt_rel_in_topk,hybrid_rrf_bm25_e5.txt_first_hit_rank
055542be-be7b-4fb8-86e1-53e33947b186,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
057ef133-9a72-405e-ac00-4ff51653f421,2,5,4,True,False,10,True,True,2,1,True,False,1,2,True,True,2,3,True,True,2,3,True,True,2,1
0661acec-db03-46b4-9873-bf5b9d521d30,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
068da9ba-929d-41ae-bdde-b67ee94b93aa,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
06bfd922-2236-4e99-bfe1-380e3ec2ddc6,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,4,True,False,1,4,True,True,2,1
06c37d19-3a4f-49b0-acfb-0598f2dde3cb,2,2,0,False,False,10,True,False,1,1,False,False,0,,False,False,0,,True,False,1,1,False,False,0,
0772956a-123f-4799-bfc9-f6002057585a,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
07b0f231-efb0-4108-98e8-1df0f303eec0,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
07c7b8b7-d819-4d90-8669-f8fb8574cfbf,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
07ef6c12-afe8-48b1-8941-697ed801f233,2,5,0,True,False,10,True,False,1,3,True,False,1,4,True,False,1,5,True,False,1,4,True,False,1,2
07f31213-ef5c-4ef8-b663-c440f74edaed,2,5,0,True,False,10,True,False,1,1,True,False,1,5,True,False,1,1,True,False,1,1,True,False,1,2
07f9ad33-76e0-409e-9101-ffc3d349b6c9,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
07fe8ec3-e906-434b-af1c-e8cd5514f989,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
0818a85c-ad13-42b8-b611-787475bdc3b4,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
0820490d-1a6c-463c-a798-36d5d7b9f4ae,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
084b9f68-e5f6-455a-9f46-8af9835bcc73,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
08b76048-3c4e-4634-ad83-a00b1b387a39,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
08ed1b21-7140-4066-976e-f606a4e92183,2,4,1,True,False,10,True,False,1,2,False,False,0,,True,False,1,4,True,False,1,4,True,True,2,2
08ef5420-b82e-41ab-a1ee-053295beb7b4,2,5,4,True,False,10,True,True,2,1,True,False,1,4,True,True,2,1,True,True,2,1,True,True,2,1
0903d474-a5cb-4845-88fe-9825db29e09f,2,5,1,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,True,2,2
09166c52-17c4-4638-a907-7362fc895633,2,5,4,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
091d5116-6d6c-4e2b-b099-8f6a3833fb2d,2,5,4,True,False,10,True,True,2,1,True,False,1,6,True,True,2,2,True,True,2,2,True,True,2,1
0928bf21-f3b0-4eb3-bb93-7e94ffd73b8f,2,4,0,True,False,10,False,False,0,,True,False,1,7,True,False,1,2,True,False,1,2,True,False,1,2
09311787-8c03-4c43-9726-4520cab030d3,2,5,2,True,False,10,True,False,1,1,True,True,2,3,True,False,1,1,True,False,1,1,True,True,2,2
093650e1-2e76-4680-bf8d-fe9049810ac9,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
09d2abe8-bfdf-4a99-8fa7-0b273c7b8cfd,2,5,5,True,False,10,True,True,2,2,True,True,2,2,True,True,2,2,True,True,2,2,True,True,2,2
09d6e2cb-ceee-45f7-bf78-bde21e1f1e33,2,3,2,False,False,10,False,False,0,,False,False,0,,True,True,2,2,True,False,1,4,True,True,2,3
09e6df74-9c09-4958-a19a-2a4f8168871f,2,5,1,True,False,10,True,False,1,2,True,False,1,7,True,False,1,4,True,False,1,4,True,True,2,1
0a1e07a7-a813-4494-a4f7-02e9d626d78f,2,4,2,True,False,10,True,False,1,9,True,True,2,2,True,False,1,9,False,False,0,,True,True,2,1
0a6a547b-f032-4f29-a43a-596577898e16,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
0a7b0e1d-1c81-4110-97c7-809a36d1553a,2,5,3,True,False,10,True,True,2,3,True,True,2,2,True,False,1,2,True,False,1,2,True,True,2,1
0a936756-2cbc-4824-9b0c-076b2075c89d,2,5,0,True,False,10,True,False,1,3,True,False,1,5,True,False,1,3,True,False,1,3,True,False,1,1
0ab4300b-31a0-4b4f-9bb3-41c8c5c40a14,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0ac11eef-99ab-40b3-8ce3-7068beb44f41,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0ae22431-a5c1-48cf-bdff-45ccb0c498ad,2,5,3,True,False,10,True,True,2,2,True,True,2,2,True,False,1,2,True,False,1,2,True,True,2,3
0b05e3e5-ab59-4430-aeb9-e379b09742fb,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0b4f5a15-5704-44ea-972a-ec1b77187760,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
0ba1f14a-01e4-45a6-8971-a8c021067421,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
0bd35603-f459-4235-b221-a4b7d65bbec1,2,5,2,True,False,10,True,True,2,7,True,False,1,2,True,False,1,6,True,True,2,7,True,False,1,1
0bff5e6d-d6c8-41d1-a643-3641a190d3e7,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0c021518-7c1f-4f9d-b260-2dc5cf77e88c,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0c0e2242-4a57-4644-b449-71986d12a43f,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
0c64651f-2b0c-4ef7-af70-754859dc2710,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,2,True,True,2,2
0c9551c3-8d0e-4a12-b6cf-4abed49d90de,2,4,0,True,False,10,True,False,1,5,False,False,0,,True,False,1,2,True,False,1,2,True,False,1,2
0cc1c963-9b5b-41e3-b844-817af25ee0aa,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0ce0efd6-c6e6-4fc0-b333-16dacf4e15a0,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0cf2eb03-da9e-49db-a16d-e24816ffb898,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0d03f8ec-4c91-4bc5-a3ca-14fc837ebdc2,2,5,3,True,False,10,True,False,1,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
0d1c040b-a8ee-4b0b-b434-401027e49fb7,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0d1f0973-8ae8-4e43-9ce1-3af1273b711e,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0d227bdf-4839-4cf5-972c-b3fd7231d005,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
0d2d916c-2a44-4c96-b749-cc0a5dbd3590,2,5,3,True,False,10,True,True,2,1,True,True,2,3,True,False,1,3,True,False,1,3,True,True,2,3
0d38b1d9-9bf5-4417-a5c1-bad188c1b525,2,5,1,True,False,10,True,True,2,1,True,False,1,2,True,False,1,5,True,False,1,2,True,False,1,1
0d413aea-7605-4b7b-9bce-e3d06792de18,2,5,3,True,False,10,True,False,1,8,True,False,1,1,True,True,2,2,True,True,2,3,True,True,2,1
0dfc2712-3097-4135-a505-79c443817637,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
0e0aedd7-e20b-45a4-b0e7-e2e7256a35b9,2,5,4,True,False,10,True,False,1,9,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
0e298511-e6ea-4504-8afd-767cd9fa24cc,2,5,4,True,False,10,True,True,2,7,True,False,1,2,True,True,2,4,True,True,2,4,True,True,2,1
0e6ee5fa-9c75-4cac-a44b-c3e5e1e61351,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
0e9cdf6d-a095-44d4-8547-2781ef2ca882,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0ee054a3-6e46-400d-a56c-0e6e83efc06e,2,5,1,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
0ee233bc-6340-48b0-8a82-c74bd6452f1c,2,5,2,True,False,10,True,True,2,6,True,False,1,5,True,False,1,1,True,False,1,1,True,True,2,1
0f023c8a-c75c-4e19-bbbe-f739b7524de2,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
0f125607-5cc7-4036-993d-20dfb2b599c7,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0f8daf15-6443-417d-a284-4a34deea6ed0,2,5,2,True,False,10,True,True,2,3,True,False,1,2,True,False,1,2,True,False,1,2,True,True,2,1
0f9ed675-2ecb-4ca3-9687-f17d35c08ec9,2,5,4,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0fbb171d-0429-4bc0-98c3-6e081bbc17fd,2,5,1,True,False,10,True,False,1,3,True,False,1,10,True,False,1,2,True,False,1,2,True,True,2,1
0fbd7f2e-ece8-4d74-9346-7fd6b48cca28,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0fbf4d97-bb40-4591-8cbe-7dd0c50fe10b,2,5,5,True,False,10,True,True,2,2,True,True,2,2,True,True,2,3,True,True,2,3,True,True,2,1
0fcba81a-56f1-4011-8464-9c0e9ebdd886,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0fcf8901-6af0-41b0-aa48-af98e0150f18,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
1009ad58-74e7-4cc6-9242-9a56d0f951ce,2,5,1,True,False,10,True,False,1,1,True,False,1,3,True,False,1,1,True,False,1,1,True,True,2,1
10403c4a-9a33-4642-ab23-be6f4f5303be,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
10440fa2-3a97-4b4d-b22e-4b392f8cddeb,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
106b9993-f68e-4fc6-9143-c6588c0b6e2e,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1075d3e5-a25d-4380-9241-c8fc72bb2e1b,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
10842537-5fa6-405f-ab6d-48e243871b97,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
10a8828e-5053-443e-bdb8-2fa563144f7d,2,5,1,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,True,2,2
10c109c0-069e-43b4-9289-fdf1f9ed7740,2,5,2,True,False,10,True,True,2,1,True,False,1,2,True,False,1,1,True,True,2,1,True,False,1,1
10c6faea-6e34-46ee-ac3a-7db5c43b35ff,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,5,True,False,1,8,True,True,2,1
10c92b10-5b49-4670-9a2f-2571a8408bf6,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
10cf8e7d-6333-4640-841a-72154e7e2c06,2,4,2,True,False,10,True,False,1,9,False,False,0,,True,True,2,5,True,False,1,7,True,True,2,1
1138c1c3-e13e-4f97-86b5-998436689c73,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
11646830-33f2-4c29-8efa-d043c151c29d,2,5,1,True,False,10,True,False,1,8,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
117b7a96-72d7-4785-af0c-498fb8a16c82,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1185826d-90ee-4d99-9882-04af2a1cecd7,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
11bdbb40-b628-4bb6-a7cc-52e83374d053,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
11dac758-f848-4713-9a1e-f3cf37d95a85,2,5,3,True,False,10,True,False,1,2,True,False,1,4,True,True,2,1,True,True,2,1,True,True,2,3
11eae704-7820-488a-a6f0-420590abcac5,2,5,5,True,False,10,True,True,2,1,True,True,2,4,True,True,2,1,True,True,2,1,True,True,2,1
11eda832-a5e4-40d6-b3f7-7fa2d2cb99bd,2,5,2,True,False,10,True,True,2,4,True,False,1,2,True,False,1,1,True,True,2,1,True,False,1,1
121c245e-24e0-4cd1-bb9b-a22955f77f3b,2,4,2,True,False,10,True,False,1,6,False,False,0,,True,True,2,4,True,False,1,10,True,True,2,4
12527f94-52c8-408a-a872-c61a0ab7ef60,2,4,0,True,False,10,True,False,1,4,False,False,0,,True,False,1,1,True,False,1,1,True,False,1,2
1273a464-5145-46c5-b745-71a941de193b,2,5,2,True,False,10,True,True,2,2,True,False,1,2,True,False,1,8,True,False,1,10,True,True,2,3
128c3253-be09-4308-b4b2-349694098713,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
12b773e1-89c8-4e63-a3de-ccadd602bdc7,2,2,0,False,False,10,True,False,1,2,False,False,0,,False,False,0,,True,False,1,2,False,False,0,
12e388f0-b861-473f-a551-94d602980bb0,2,4,0,True,False,10,False,False,0,,True,False,1,5,True,False,1,5,True,False,1,7,True,False,1,1
13c1578a-1d2d-44f9-9292-70e00a8197d8,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
13e85a4c-0e9f-4a15-827a-eab4075e3738,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
1403836e-1b76-4944-8b9e-69a1c9597f80,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
141e70b5-f7f2-4af2-b6d7-b2f309e1e9b6,2,4,4,True,False,10,True,True,2,2,False,False,0,,True,True,2,1,True,True,2,1,True,True,2,5
1450863b-b95c-42f0-9c50-a1d0ea180ad3,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
14571769-5a5e-47dd-a8c5-aa006d475b25,2,5,5,True,False,10,True,True,2,1,True,True,2,4,True,True,2,1,True,True,2,1,True,True,2,2
14a0246e-1d13-4e42-a4e7-c537a798ad39,2,5,0,True,False,10,True,False,1,3,True,False,1,4,True,False,1,2,True,False,1,6,True,False,1,2
14eea2ea-c63f-4a29-a774-d19b7127172d,2,5,4,True,False,10,True,True,2,2,True,False,1,1,True,True,2,2,True,True,2,2,True,True,2,1
15053ba2-7d8d-43c8-8eaa-cd03e0d64e53,2,4,0,True,False,10,True,False,1,5,False,False,0,,True,False,1,2,True,False,1,2,True,False,1,1
15860882-9178-4d97-9cd7-98cafa23c7be,2,5,5,True,False,10,True,True,2,1,True,True,2,4,True,True,2,2,True,True,2,2,True,True,2,1
158a08ab-0779-4357-bcf7-f086887762af,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
15c3f6d7-36d9-4f88-b98f-b8e814b9674a,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,2,True,False,1,2,True,True,2,1
15f3d9a0-bbd0-49ea-b0c0-eff63c288dcc,2,5,4,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
15f93568-3a6e-4fd1-9a0d-7f1218200f81,2,5,3,True,False,10,True,True,2,2,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
1635451b-f789-422b-bf78-02c39b5bfd23,2,4,4,True,False,10,False,False,0,,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,1
1635f839-8b4b-4684-a986-a6798a22a8a1,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
16374a2c-c2a0-4dce-a19c-c71b1d8ecfb0,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
1650c0f5-bcfb-41da-9113-faf20bfdad58,2,5,3,True,False,10,True,True,2,5,True,False,1,4,True,True,2,1,True,False,1,1,True,True,2,2
166fa238-83c5-4dfa-bdde-2759840fcf30,2,5,3,True,False,10,True,False,1,2,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
16798525-79f5-43ee-864d-6ce2683c91c0,2,5,4,True,False,10,True,False,1,3,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
16a7ed66-3f7d-427b-9ae2-940651a96583,2,3,1,False,False,10,True,False,1,5,True,False,1,3,False,False,0,,False,False,0,,True,True,2,2
16ad886b-5fb0-4106-a111-8ec410eebda6,2,5,5,True,False,10,True,True,2,1,True,True,2,4,True,True,2,1,True,True,2,1,True,True,2,2
16c9b80d-7e80-4019-9b1d-dc0fcef615b2,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
170db7ea-00ca-4259-863c-923178745f1b,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
176f405c-95f7-45c3-976c-bc3f1be04ff2,2,5,5,True,False,10,True,True,2,6,True,True,2,1,True,True,2,3,True,True,2,5,True,True,2,1
17990f73-4f08-4aee-9122-6d217adaa129,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
17d38678-cd36-48b8-a958-b28d9201dafc,2,2,0,False,False,10,True,False,1,2,False,False,0,,False,False,0,,True,False,1,5,False,False,0,
1805fdc8-f5c4-41c5-a8e5-ad293e5da6d9,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
18b19488-8fda-43b2-bc7e-dfe55af230c8,2,5,4,True,False,10,True,True,2,1,True,False,1,4,True,True,2,3,True,True,2,3,True,True,2,2
18bddbe2-36d9-4d58-8946-d45fcd422c70,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
18d482ab-b329-414e-a283-6f357389ab8c,2,4,0,True,False,10,True,False,1,6,False,False,0,,True,False,1,10,True,False,1,6,True,False,1,4
1913258f-7a0d-4e56-a0e5-c622fe10577b,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
193bceb9-7ab0-45d2-a42c-2206ac7d3418,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,5,True,False,1,5,True,False,1,1
194cbaa9-4a01-4123-8001-97c31078fcce,2,1,1,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,True,True,2,2
197828ad-0d1c-4169-89f7-279c4bebc078,2,5,4,True,False,10,True,True,2,1,True,True,2,3,True,True,2,1,True,False,1,1,True,True,2,2
19972c22-aab4-4473-961d-c513781f0b6a,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
19c7b274-f8ad-4073-8102-79bcd8fb10bb,2,5,1,True,False,10,True,False,1,10,True,True,2,4,True,False,1,4,True,False,1,4,True,False,1,2
19ec5778-c52a-404a-918d-d3ca85ef75dc,2,5,5,True,False,10,True,True,2,3,True,True,2,2,True,True,2,2,True,True,2,2,True,True,2,2
1a1a08f1-21ac-4c7b-8ed4-1f041caca07b,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
