qid,num_rel,num_methods_hit_any,num_methods_hit_all,high_concordance_any,low_concordance_any,k,bge.txt_hit_any,bge.txt_hit_all,bge.txt_rel_in_topk,bge.txt_first_hit_rank,bm25.txt_hit_any,bm25.txt_hit_all,bm25.txt_rel_in_topk,bm25.txt_first_hit_rank,bm25_e5_rerank.txt_hit_any,bm25_e5_rerank.txt_hit_all,bm25_e5_rerank.txt_rel_in_topk,bm25_e5_rerank.txt_first_hit_rank,e5.txt_hit_any,e5.txt_hit_all,e5.txt_rel_in_topk,e5.txt_first_hit_rank,hybrid_rrf_bm25_e5.txt_hit_any,hybrid_rrf_bm25_e5.txt_hit_all,hybrid_rrf_bm25_e5.txt_rel_in_topk,hybrid_rrf_bm25_e5.txt_first_hit_rank
37f5929a-b3e2-44b8-a391-ccd93685da2c,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
38d510fe-8963-4504-8087-96e50031dce4,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
39896cca-c7bd-4efa-9424-17f5947c9db6,2,2,0,False,False,10,False,False,0,,True,False,1,2,False,False,0,,False,False,0,,True,False,1,1
46990933-ca3d-4e72-8205-25b0231af137,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
484c55e5-d4ad-40ac-9205-6d8fa1e2dfc3,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
48679c3b-5d2d-4cb1-86b3-d51b92d65851,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
49b08849-dc90-485f-a00c-efbabddf566c,2,5,1,True,False,10,True,False,1,5,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
4a6137bc-05ec-47a1-991c-cacd09f24543,2,5,1,True,False,10,True,True,2,2,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
4d9d98ad-9f28-459f-aaff-125378c4bea4,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,6,True,False,1,1
57bc7b0b-b743-45e3-aa34-7b395d52054b,2,3,2,False,False,10,False,False,0,,False,False,0,,True,True,2,2,True,False,1,10,True,True,2,1
57e6f147-bf55-464e-92b5-25e6db4864f0,2,2,0,False,False,10,False,False,0,,True,False,1,3,False,False,0,,False,False,0,,True,False,1,1
5969b455-ac31-4fdf-a84f-434f91265612,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
5b8f2c11-92f6-41fe-b51b-a6c57dbb4a46,2,4,3,True,False,10,True,False,1,2,False,False,0,,True,True,2,7,True,True,2,7,True,True,2,3
5d6e0300-6d77-4e09-8e85-fe0832a7bf06,2,3,0,False,False,10,True,False,1,2,True,False,1,1,False,False,0,,False,False,0,,True,False,1,1
61836d0a-435a-4e8b-9768-2cd77fe018a5,2,5,4,True,False,10,True,True,2,1,True,False,1,3,True,True,2,1,True,True,2,1,True,True,2,1
6354f652-4da5-433d-b692-be568a8cb23d,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
665a4bba-a311-4dde-8fec-66dc3b711a97,2,5,4,True,False,10,True,True,2,2,True,False,1,2,True,True,2,1,True,True,2,1,True,True,2,1
6814bf42-0139-43ba-876f-19d9ab9d573c,2,3,0,False,False,10,True,False,1,1,False,False,0,,False,False,0,,True,False,1,1,True,False,1,6
68b667e0-c948-4cae-86fc-bb05e69f4a9d,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
69f890bf-ed3b-4427-bea6-31cabbf09300,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
6a2aeb0c-29f7-4614-993f-3a40430950e2,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
6c8c7980-32ee-4a8a-afd2-2b521242e938,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
6d8934ba-f4cb-41c6-a5b3-7a808b56fcf2,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
6dc705aa-6f94-4567-8676-58e259818b93,2,5,3,True,False,10,True,True,2,1,True,False,1,4,True,True,2,1,True,True,2,1,True,False,1,1
6f28a5b0-7701-45ca-bc77-6a82a0510d9c,2,5,4,True,False,10,True,True,2,1,True,False,1,3,True,True,2,1,True,True,2,1,True,True,2,2
7070643e-1a46-4746-b09b-e66d114232ab,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
70d97bb8-874a-4439-a430-a80b6befab6c,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,True,2,2,True,False,1,2,True,False,1,1
736c8873-41ed-4a5c-93ca-1fcfd1b18fcb,2,2,1,False,False,10,True,False,1,6,False,False,0,,False,False,0,,False,False,0,,True,True,2,5
7ba5ba64-de93-4223-aa59-2a8a0d6e478a,2,5,1,True,False,10,True,False,1,6,True,False,1,1,True,False,1,6,True,False,1,6,True,True,2,1
7d22d387-6475-487e-bc9f-86c516b48778,2,4,1,True,False,10,False,False,0,,True,False,1,2,True,False,1,3,True,True,2,3,True,False,1,1
7ed2eb11-e260-4f96-bebf-6fc2f2fe3597,2,5,2,True,False,10,True,True,2,5,True,False,1,4,True,False,1,9,True,False,1,9,True,True,2,1
7fad726d-5b37-485a-aa21-6df141965976,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
7fda652a-0b56-4eff-8a61-2da82035bfe9,2,2,0,False,False,10,False,False,0,,False,False,0,,True,False,1,4,False,False,0,,True,False,1,1
8269ace3-e065-4593-9c42-175026d9dc9f,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
82b711b0-a245-487d-8799-08669cc8f37e,2,5,2,True,False,10,True,False,1,4,True,False,1,1,True,True,2,6,True,True,2,6,True,False,1,1
87913623-0987-492f-8aff-0d116bef120f,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
87fab9f8-2e90-4f88-91e7-709895b1e5eb,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
88f8b5cb-d2c5-44d4-b6f7-e41659f9195e,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
89696375-6fbd-4d30-952c-bcba3694ac99,2,5,1,True,False,10,True,True,2,1,True,False,1,7,True,False,1,1,True,False,1,1,True,False,1,1
8aab4071-32b8-428a-ba06-2270ce7dc132,2,5,2,True,False,10,True,True,2,4,True,False,1,2,True,False,1,1,True,False,1,1,True,True,2,1
8f9e4782-dcff-4b8b-a268-47889b133042,2,5,0,True,False,10,True,False,1,6,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
9090b3a9-3b9d-4bc4-9da7-b9ef705536d7,2,5,1,True,False,10,True,True,2,2,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
9544b8bd-3ffd-48f2-877a-9d335817f089,2,5,2,True,False,10,True,False,1,3,True,False,1,3,True,True,2,1,True,False,1,2,True,True,2,1
973754e7-9d12-48b0-8d28-5db9fdbb2e84,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,3,True,False,1,3,True,False,1,1
98b95077-f721-4207-93f1-885361b2aee1,2,4,4,True,False,10,True,True,2,3,False,False,0,,True,True,2,4,True,True,2,6,True,True,2,2
9c3220ed-61a9-48c8-9e08-31dbfc4a0b9f,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
9d4d9f7b-9d53-4da6-8ee8-eaaffb001b1a,2,5,1,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
a07284c4-bb9e-4ce9-83da-13ee897eec93,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
a1cc221d-b34f-4b47-9eac-48d1b64bd3ae,2,5,5,True,False,10,True,True,2,1,True,True,2,4,True,True,2,1,True,True,2,1,True,True,2,3
a563c975-df7b-42a6-9414-8a472b5f01e2,2,3,2,False,False,10,False,False,0,,False,False,0,,True,True,2,3,True,False,1,9,True,True,2,1
a5dbfeba-e3a4-4785-88be-544a15bfce80,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
a6543388-d7aa-4797-8e85-37712831ac6b,2,5,0,True,False,10,True,False,1,3,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
a9fb1766-cf49-4042-bc91-1cf09fe7b30c,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
aab2a42e-1381-47fd-9677-6d897a2cc64e,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
adbd464f-287c-4f22-9b22-7bb08f34ee04,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
af4a1a42-96c4-4b65-824b-6533f27bc645,2,5,4,True,False,10,True,True,2,1,True,False,1,2,True,True,2,1,True,True,2,1,True,True,2,1
b51e98f3-8e46-4194-aa3a-c2db5fde1efe,2,5,1,True,False,10,True,False,1,9,True,False,1,2,True,False,1,2,True,True,2,4,True,False,1,1
b60a5a26-2765-486f-bfd5-348c43ea122c,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
ba555136-302a-4f5a-9fe5-c22daca617ab,2,5,0,True,False,10,True,False,1,5,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
bea0b264-6913-4501-a696-19655e0b0f6b,2,0,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,False,False,0,
c49bedc6-3da2-4b05-aca2-4442b2b3dda6,2,5,3,True,False,10,True,False,1,1,True,False,1,1,True,True,2,6,True,True,2,6,True,True,2,1
c4ca3877-6da1-49ea-9816-6c80891ddcee,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
c4f36a9a-50b4-446f-90b0-f49416c0286a,2,5,1,True,False,10,True,False,1,5,True,False,1,2,True,False,1,3,True,False,1,3,True,True,2,1
c7eef56a-4c9f-40ff-9632-583d203b4272,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
cae0e382-8ba9-4dd1-b84d-f22826e419b7,2,4,4,True,False,10,True,True,2,4,False,False,0,,True,True,2,1,True,True,2,1,True,True,2,2
cc15f7c8-d5dc-4649-878d-0d9b45aba50d,2,5,2,True,False,10,True,False,1,9,True,False,1,3,True,True,2,7,True,False,1,8,True,True,2,2
cfb8a6cf-e06e-4457-a2b6-29400f5cb060,2,0,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,False,False,0,
d156bde0-b9a6-4251-b456-e683fd7dc199,2,5,0,True,False,10,True,False,1,3,True,False,1,1,True,False,1,2,True,False,1,3,True,False,1,1
d49349f6-c366-4f1a-8ad0-d34b1063b1e4,2,0,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,False,False,0,
db00cd96-9eef-4487-97c6-96c2cf7c62aa,2,5,4,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
db34e99a-606e-4b58-b775-b83f2e625c80,2,4,0,True,False,10,True,False,1,4,True,False,1,1,True,False,1,10,False,False,0,,True,False,1,1
dcef69fc-45e9-43d4-93be-bf135dc10c02,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
e1f4f680-d334-4512-be1c-7735d0720a4e,2,5,5,True,False,10,True,True,2,1,True,True,2,5,True,True,2,1,True,True,2,1,True,True,2,3
e22313d0-79fd-403d-a39a-ac8aeb179ee0,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
e2659a62-5a80-44d5-9452-a04814849bd3,2,5,0,True,False,10,True,False,1,3,True,False,1,3,True,False,1,5,True,False,1,5,True,False,1,3
e2e0962b-4a19-4e1d-80f2-374eba6ca79c,2,5,0,True,False,10,True,False,1,9,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
e35223b3-c7c6-4c85-89d9-04e65ad69a8b,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
e49725ac-ede0-4fb9-a9d0-6a358ac9b96e,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
e6e15eb6-5f65-4c0f-aa74-56dc685ef3ce,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
eaaa4861-580b-48bf-b83d-a3f9bcf51253,2,5,0,True,False,10,True,False,1,8,True,False,1,10,True,False,1,6,True,False,1,6,True,False,1,2
ec5beff1-0645-4941-b307-375c7b651ff4,2,0,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,False,False,0,
f18bc276-9865-4258-b612-3538422bec0e,2,5,0,True,False,10,True,False,1,2,True,False,1,3,True,False,1,1,True,False,1,1,True,False,1,2
f217eaa8-d4e4-4037-86e9-e5af9b4f101c,2,1,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,True,False,1,6,False,False,0,
f31a09f1-1e3d-42f9-8b9f-c4a6318e5a78,2,5,4,True,False,10,True,True,2,1,True,False,1,4,True,True,2,2,True,True,2,2,True,True,2,1
f356c0c3-6713-43bf-85e0-1d2f30df2b35,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
f38d34b1-8017-4912-a08f-80e0f0225a7e,2,5,5,True,False,10,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,3,True,True,2,2
f45c6f55-5893-4fd8-8601-e317da98179a,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
f9de9372-4d9c-4caa-984b-c156185482a6,2,3,0,False,False,10,False,False,0,,False,False,0,,True,False,1,6,True,False,1,7,True,False,1,3
fdc57623-e736-4a87-9920-6c3748853115,2,5,1,True,False,10,True,False,1,1,True,False,1,3,True,False,1,1,True,False,1,1,True,True,2,1
fde02972-59b1-448e-84f6-68165972ee1a,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
fedf3029-28d6-4b54-ad36-57a298ccdbb5,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,7,True,True,2,7,True,True,2,1
